id,chess960_games,chess960_rating,chess960_rd,chess960_prog,chess960_prov,puzzle_games,puzzle_rating,puzzle_rd,puzzle_prog,puzzle_prov,racingKings_games,racingKings_rating,racingKings_rd,racingKings_prog,racingKings_prov,ultraBullet_games,ultraBullet_rating,ultraBullet_rd,ultraBullet_prog,ultraBullet_prov,blitz_games,blitz_rating,blitz_rd,blitz_prog,blitz_prov,kingOfTheHill_games,kingOfTheHill_rating,kingOfTheHill_rd,kingOfTheHill_prog,kingOfTheHill_prov,crazyhouse_games,crazyhouse_rating,crazyhouse_rd,crazyhouse_prog,crazyhouse_prov,threeCheck_games,threeCheck_rating,threeCheck_rd,threeCheck_prog,threeCheck_prov,bullet_games,bullet_rating,bullet_rd,bullet_prog,bullet_prov,correspondence_games,correspondence_rating,correspondence_rd,correspondence_prog,correspondence_prov,classical_games,classical_rating,classical_rd,classical_prog,classical_prov,rapid_games,rapid_rating,rapid_rd,rapid_prog,rapid_prov,storm_runs,storm_score,racer_runs,racer_score,streak_runs,streak_score
zhigalko_sergei,1236.0,2706.0,64.0,20.0,,2659.0,2637.0,102.0,0.0,,2.0,1698.0,308.0,0.0,True,16452.0,2485.0,48.0,-11.0,,5695.0,2847.0,45.0,-2.0,,1303.0,2558.0,52.0,17.0,,1146.0,2407.0,46.0,-5.0,,1653.0,2555.0,56.0,41.0,,32579.0,3000.0,46.0,26.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,313.0,2925.0,58.0,27.0,,50.0,91.0,4.0,105.0,1.0,25.0
mhmtalynk5454,,,,,,,,,,,,,,,,,,,,,79.0,1416.0,45.0,26.0,,,,,,,,,,,,,,,,,28.0,1299.0,74.0,-96.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
broccolone,,,,,,,,,,,,,,,,,,,,,1054.0,2333.0,45.0,-15.0,,,,,,,,,,,,,,,,,354.0,2242.0,51.0,-18.0,,0.0,1500.0,500.0,0.0,True,16.0,2163.0,146.0,79.0,True,98.0,2279.0,78.0,34.0,,,,,,,
immanuelkant7,1.0,1233.0,342.0,0.0,True,568.0,1306.0,99.0,0.0,,,,,,,7.0,1617.0,215.0,0.0,True,284.0,1125.0,81.0,-15.0,,,,,,,2.0,1215.0,313.0,0.0,True,5.0,1051.0,229.0,0.0,True,1001.0,1276.0,59.0,-42.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,546.0,1210.0,92.0,7.0,,,,,,,
urcont,,,,,,77.0,2189.0,85.0,0.0,,,,,,,36.0,1248.0,86.0,-46.0,,636.0,1931.0,45.0,-25.0,,,,,,,,,,,,,,,,,429.0,1711.0,45.0,7.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,33.0,2112.0,107.0,86.0,,,,,,,
rickm51,,,,,,137.0,1566.0,98.0,0.0,,,,,,,,,,,,4.0,1405.0,202.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1229.0,309.0,0.0,True,747.0,1550.0,70.0,-32.0,,,,,,,
alperenmd,,,,,,,,,,,,,,,,,,,,,573.0,966.0,45.0,-1.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,3.0,1400.0,203.0,0.0,True,,,,,,
aramkundra,,,,,,,,,,,,,,,,,,,,,10.0,1451.0,166.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
walterneitor,,,,,,43.0,1416.0,86.0,0.0,,1.0,1258.0,402.0,0.0,True,53.0,1077.0,96.0,18.0,,4668.0,1416.0,45.0,35.0,,1.0,1138.0,357.0,0.0,True,3.0,1109.0,231.0,0.0,True,,,,,,1112.0,1153.0,45.0,-37.0,,2.0,1520.0,284.0,0.0,True,89.0,1625.0,98.0,-15.0,,1592.0,1472.0,45.0,6.0,,,,,,,
craman96,,,,,,17.0,1532.0,103.0,0.0,,,,,,,,,,,,902.0,1116.0,45.0,19.0,,,,,,,,,,,,,,,,,6.0,1165.0,174.0,0.0,True,3.0,1307.0,314.0,0.0,True,0.0,1500.0,500.0,0.0,True,15.0,1169.0,137.0,-60.0,True,,,,,,
siddhantk,,,,,,,,,,,,,,,,,,,,,5.0,1582.0,168.0,0.0,True,,,,,,,,,,,,,,,,2.0,1181.0,256.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,3.0,1465.0,228.0,0.0,True,,,,,,
andyman2016,,,,,,,,,,,,,,,,,,,,,608.0,2151.0,67.0,2.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1758.0,411.0,0.0,True,,,,,,
hardmonkeypicasso,,,,,,715.0,1376.0,80.0,0.0,,,,,,,,,,,,4.0,1137.0,173.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,33.0,1264.0,93.0,-7.0,,119.0,1299.0,45.0,26.0,,,,,,,
xago1808,,,,,,,,,,,,,,,,,,,,,84.0,1135.0,64.0,-10.0,,,,,,,,,,,,,,,,,3.0,1073.0,214.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
freddy_salivan,,,,,,632.0,1280.0,243.0,20.0,True,,,,,,,,,,,8261.0,1536.0,45.0,-27.0,,,,,,,,,,,,,,,,,1488.0,1551.0,56.0,7.0,,9.0,1834.0,278.0,0.0,True,4.0,1296.0,400.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
besniak,,,,,,,,,,,,,,,,,,,,,7.0,1466.0,140.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
steppenwulfs,,,,,,,,,,,,,,,,,,,,,3987.0,1919.0,45.0,-11.0,,,,,,,,,,,,,,,,,6.0,1312.0,152.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1325.0,309.0,0.0,True,13.0,1701.0,114.0,10.0,True,,,,,,
astridhferro_3ercho,,,,,,6.0,995.0,183.0,0.0,True,,,,,,,,,,,36.0,1009.0,109.0,-128.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,3.0,1134.0,275.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
rebbarmajdi,,,,,,6.0,1937.0,216.0,0.0,True,,,,,,,,,,,14.0,2006.0,131.0,33.0,True,,,,,,,,,,,,,,,,119.0,1782.0,77.0,7.0,,0.0,1500.0,500.0,0.0,True,2.0,1819.0,249.0,0.0,True,13.0,2021.0,132.0,65.0,True,,,,,,
m4566769,,,,,,43.0,1294.0,109.0,0.0,,,,,,,,,,,,34.0,1105.0,91.0,-50.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,17.0,1443.0,106.0,-109.0,,,,,,,
ittpig,,,,,,620.0,1413.0,75.0,0.0,,,,,,,,,,,,2.0,1332.0,230.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,326.0,1391.0,45.0,-19.0,,,,,,,
alexrakitko,,,,,,8.0,1775.0,152.0,0.0,True,,,,,,,,,,,9918.0,2005.0,45.0,-5.0,,,,,,,2.0,1479.0,291.0,0.0,True,,,,,,786.0,1877.0,49.0,23.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,34.0,1690.0,194.0,0.0,True,,,,,,
flyintheskymon,1.0,1405.0,371.0,0.0,True,4652.0,1860.0,62.0,0.0,,1.0,1440.0,419.0,0.0,True,2.0,1126.0,251.0,0.0,True,4880.0,1605.0,65.0,-6.0,,,,,,,,,,,,,,,,,5080.0,1522.0,45.0,7.0,,0.0,1500.0,500.0,0.0,True,27.0,1534.0,117.0,-7.0,True,500.0,1673.0,52.0,-5.0,,11.0,28.0,,,4.0,10.0
riosg88,,,,,,1304.0,1994.0,74.0,0.0,,,,,,,,,,,,2688.0,1651.0,45.0,-8.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,1.0,1852.0,312.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
levim13,3.0,1247.0,279.0,0.0,True,778.0,1724.0,70.0,0.0,,,,,,,,,,,,4248.0,1523.0,49.0,0.0,,,,,,,,,,,,,,,,,2.0,1534.0,229.0,0.0,True,20.0,1484.0,132.0,32.0,True,351.0,1799.0,114.0,-26.0,True,420.0,1825.0,58.0,-3.0,,,,,,,
rogue23knight,,,,,,6.0,1775.0,177.0,0.0,True,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,383.0,1835.0,45.0,-6.0,,,,,,,
killerpawn,,,,,,2082.0,2097.0,64.0,0.0,,,,,,,,,,,,4093.0,2064.0,45.0,-21.0,,,,,,,,,,,,,,,,,2174.0,1947.0,66.0,-6.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1715.0,297.0,0.0,True,,,,,,
prisha01,,,,,,554.0,1954.0,66.0,0.0,,,,,,,1.0,1305.0,296.0,0.0,True,152.0,1339.0,64.0,-42.0,,,,,,,,,,,,,,,,,178.0,1264.0,46.0,17.0,,1.0,1741.0,407.0,0.0,True,11.0,1660.0,122.0,0.0,True,231.0,1520.0,51.0,-4.0,,,,,,,
themrfelix,,,,,,556.0,1477.0,91.0,0.0,,,,,,,48.0,1126.0,70.0,-24.0,,399.0,1217.0,63.0,49.0,,,,,,,,,,,,,,,,,264.0,1173.0,51.0,4.0,,4.0,1622.0,275.0,0.0,True,34.0,1312.0,154.0,22.0,True,509.0,1459.0,70.0,16.0,,,,,,,
tiki_113,,,,,,,,,,,,,,,,,,,,,110.0,974.0,68.0,-1.0,,,,,,,,,,,,,,,,,1.0,1318.0,299.0,0.0,True,0.0,1500.0,500.0,0.0,True,10.0,1320.0,129.0,0.0,True,4.0,1263.0,179.0,0.0,True,,,,,,
alibuyukkoy,,,,,,1439.0,1450.0,79.0,0.0,,,,,,,,,,,,1927.0,1341.0,46.0,5.0,,,,,,,,,,,,,,,,,15.0,940.0,117.0,-10.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
pegasusharith,1.0,1448.0,426.0,0.0,True,520.0,1050.0,79.0,0.0,,,,,,,2.0,1247.0,239.0,0.0,True,6.0,908.0,150.0,0.0,True,,,,,,,,,,,,,,,,32.0,970.0,79.0,0.0,,1.0,1741.0,396.0,0.0,True,1.0,1317.0,294.0,0.0,True,179.0,886.0,45.0,-19.0,,,,,,,
natenordby,,,,,,567.0,1866.0,65.0,0.0,,,,,,,8.0,1291.0,166.0,0.0,True,693.0,1560.0,45.0,32.0,,,,,,,,,,,,,,,,,962.0,1447.0,46.0,6.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,265.0,1606.0,66.0,45.0,,1.0,19.0,,,6.0,14.0
aldwulf,1.0,1313.0,273.0,0.0,True,877.0,1821.0,107.0,0.0,,,,,,,,,,,,2775.0,1645.0,48.0,-28.0,,,,,,,1.0,1050.0,325.0,0.0,True,,,,,,9.0,1347.0,136.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1277.0,275.0,0.0,True,274.0,1718.0,45.0,-5.0,,1.0,21.0,,,,
cooldude360,,,,,,3.0,1560.0,354.0,0.0,True,,,,,,,,,,,56.0,722.0,93.0,-51.0,,,,,,,,,,,,,,,,,1.0,2147.0,367.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,2064.0,250.0,0.0,True,,,,,,
donquichess,,,,,,147.0,1816.0,84.0,0.0,,,,,,,,,,,,30.0,1930.0,74.0,-28.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,24.0,1802.0,103.0,132.0,,,,,,,
sofiacinco,,,,,,,,,,,,,,,,,,,,,86.0,1432.0,72.0,86.0,,,,,,,,,,,,,,,,,17.0,1267.0,127.0,-128.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
ziadmustafaa,,,,,,653.0,1177.0,77.0,0.0,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,1.0,1199.0,307.0,0.0,True,0.0,1500.0,500.0,0.0,True,171.0,1492.0,45.0,-32.0,,5.0,1301.0,160.0,0.0,True,,,,,,
antowill,,,,,,30.0,1550.0,213.0,-28.0,True,,,,,,,,,,,255.0,887.0,100.0,-3.0,,,,,,,,,,,,,,,,,515.0,1039.0,50.0,7.0,,0.0,1500.0,500.0,0.0,True,1.0,1337.0,310.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
danielrey16,,,,,,,,,,,,,,,,,,,,,1183.0,1536.0,45.0,31.0,,,,,,,,,,,,,,,,,11.0,1037.0,108.0,0.0,,1.0,1378.0,378.0,0.0,True,1.0,1281.0,293.0,0.0,True,4.0,1576.0,181.0,0.0,True,,,,,,
juanpabloveintimilla,,,,,,4.0,1104.0,234.0,0.0,True,,,,,,,,,,,58.0,1340.0,82.0,-22.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
alisan39,,,,,,204.0,1419.0,78.0,0.0,,,,,,,,,,,,1067.0,1285.0,55.0,-26.0,,,,,,,,,,,,,,,,,196.0,1297.0,90.0,34.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,73.0,1232.0,93.0,-21.0,,,,,,,
szymonrichter,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,3.0,934.0,215.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,3.0,1389.0,203.0,0.0,True,,,,,,
igor-sz,,,,,,27.0,1633.0,93.0,0.0,,,,,,,,,,,,4.0,1463.0,176.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,11.0,1877.0,112.0,0.0,True,,,,,,
paulieb,,,,,,,,,,,,,,,,,,,,,172.0,903.0,77.0,-62.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,8.0,1530.0,127.0,0.0,True,,,,,,
faeshyjguj,,,,,,136.0,1967.0,103.0,0.0,,,,,,,505.0,1942.0,45.0,11.0,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,863.0,2220.0,45.0,-26.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,31.0,32.0,,,1.0,9.0
sakshamsinghal,,,,,,190.0,1812.0,80.0,0.0,,,,,,,,,,,,562.0,1579.0,45.0,3.0,,,,,,,,,,,,,,,,,203.0,1180.0,48.0,45.0,,3.0,1484.0,245.0,0.0,True,9.0,1513.0,139.0,0.0,True,993.0,1810.0,48.0,16.0,,,,,,,
muajhidabdon,,,,,,3316.0,1528.0,75.0,0.0,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,96.0,1075.0,75.0,-12.0,,,,,,,
gu1ll34mo,,,,,,181.0,1502.0,75.0,0.0,,,,,,,,,,,,941.0,1384.0,59.0,-33.0,,,,,,,,,,,,,,,,,360.0,1214.0,76.0,-21.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,204.0,1204.0,110.0,-44.0,True,,,,,,
marioma-ayman,,,,,,3.0,1913.0,221.0,0.0,True,,,,,,,,,,,1824.0,1775.0,45.0,-7.0,,,,,,,,,,,,,,,,,731.0,1842.0,46.0,6.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,6.0,1635.0,163.0,0.0,True,,,,,,
kurzyk_seb,,,,,,,,,,,,,,,,,,,,,4.0,1236.0,284.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
diegotono2009,,,,,,,,,,,,,,,,,,,,,67.0,1218.0,79.0,-62.0,,,,,,,1.0,1267.0,369.0,0.0,True,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
cg0950,,,,,,188.0,2029.0,81.0,0.0,,,,,,,,,,,,498.0,1700.0,101.0,-16.0,,,,,,,,,,,,,,,,,4315.0,1567.0,45.0,17.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
ratlos,,,,,,4.0,1910.0,219.0,0.0,True,2.0,1554.0,297.0,0.0,True,,,,,,16672.0,1324.0,45.0,16.0,,,,,,,,,,,,,,,,,41.0,1207.0,135.0,-69.0,True,1.0,1622.0,329.0,0.0,True,2.0,1261.0,281.0,0.0,True,2.0,1166.0,241.0,0.0,True,,,,,,
enhuichee,,,,,,123.0,925.0,79.0,0.0,,,,,,,,,,,,13.0,646.0,153.0,46.0,True,,,,,,,,,,,,,,,,3.0,1488.0,208.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1326.0,298.0,0.0,True,87.0,997.0,65.0,-5.0,,,,,,,
granthpatel,,,,,,,,,,,,,,,,,,,,,2.0,1162.0,243.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
dynotop,,,,,,9.0,2102.0,212.0,0.0,True,,,,,,,,,,,22.0,1325.0,120.0,-12.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,171.0,1599.0,61.0,-39.0,,,,,,,
john_wick_12345,,,,,,1094.0,1155.0,80.0,0.0,,,,,,,,,,,,103.0,812.0,45.0,14.0,,,,,,,,,,,,,,,,,419.0,1022.0,45.0,4.0,,2.0,1214.0,262.0,0.0,True,3.0,1320.0,210.0,0.0,True,277.0,878.0,45.0,24.0,,,,,,,
aisulu2012,,,,,,,,,,,,,,,,1.0,1003.0,335.0,0.0,True,2.0,1290.0,272.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1242.0,270.0,0.0,True,,,,,,
rispar,,,,,,55.0,1382.0,101.0,0.0,,,,,,,,,,,,53.0,928.0,78.0,-2.0,,,,,,,,,,,,,,,,,6.0,765.0,160.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,850.0,266.0,0.0,True,,,,,,
alishakshak,,,,,,,,,,,,,,,,,,,,,2.0,1150.0,248.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,4.0,1679.0,178.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
love0715,,,,,,86.0,1869.0,98.0,0.0,,,,,,,,,,,,3.0,1052.0,198.0,0.0,True,,,,,,,,,,,,,,,,1.0,1081.0,317.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,38.0,1620.0,80.0,30.0,,2.0,19.0,1.0,14.0,,
juandiegoddejesus1,,,,,,350.0,1101.0,75.0,0.0,,,,,,,,,,,,12.0,1412.0,108.0,-35.0,,,,,,,,,,,,,,,,,2.0,1478.0,232.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,36.0,1000.0,68.0,-89.0,,,,,,,
knowntal,11.0,1587.0,161.0,0.0,True,529.0,1873.0,85.0,0.0,,,,,,,45.0,1209.0,115.0,-1.0,True,2428.0,1750.0,46.0,9.0,,4.0,1272.0,240.0,0.0,True,2.0,1275.0,303.0,0.0,True,,,,,,416.0,1277.0,50.0,-26.0,,0.0,1500.0,500.0,0.0,True,28.0,1685.0,154.0,-61.0,True,457.0,1816.0,54.0,-12.0,,6.0,26.0,,,,
riccardo_scarpa,,,,,,73.0,1588.0,91.0,0.0,,,,,,,,,,,,379.0,1540.0,57.0,-7.0,,,,,,,,,,,,,,,,,309.0,1430.0,59.0,-43.0,,1.0,1741.0,401.0,0.0,True,16.0,1526.0,139.0,-46.0,True,132.0,1672.0,70.0,-21.0,,,,,,,
beanfather,,,,,,1177.0,1746.0,67.0,0.0,,,,,,,,,,,,11.0,1192.0,141.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,357.0,1823.0,45.0,-2.0,,0.0,1500.0,500.0,0.0,True,161.0,1559.0,66.0,45.0,,,,,,,
kadiro1790,,,,,,45.0,1483.0,207.0,3.0,True,,,,,,,,,,,16.0,1041.0,143.0,-87.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,78.0,1318.0,116.0,17.0,True,813.0,1537.0,69.0,7.0,,,,,,,
sandeep2179,,,,,,133.0,1401.0,102.0,0.0,,,,,,,,,,,,6690.0,1568.0,45.0,-15.0,,,,,,,,,,,,,,,,,15.0,1065.0,121.0,-76.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1669.0,247.0,0.0,True,,,,,,
ssumanss,,,,,,125.0,1837.0,234.0,-11.0,True,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,43.0,1724.0,76.0,-49.0,,,,,,,
mate7751,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,4.0,1595.0,254.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
jakubko64,,,,,,18.0,784.0,116.0,0.0,True,,,,,,,,,,,2.0,984.0,284.0,0.0,True,,,,,,,,,,,,,,,,1.0,1258.0,404.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1338.0,304.0,0.0,True,,,,,,
jad_mouawad,,,,,,,,,,,,,,,,,,,,,230.0,1382.0,47.0,10.0,,,,,,,,,,,,,,,,,2.0,1038.0,233.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1623.0,343.0,0.0,True,,,,,,
said_sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mle5000,,,,,,437.0,1615.0,73.0,0.0,,,,,,,,,,,,1.0,1338.0,303.0,0.0,True,,,,,,,,,,,,,,,,1117.0,1388.0,45.0,39.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
miguelpuente,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,11.0,1507.0,124.0,0.0,True,45.0,1470.0,80.0,15.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
whiteshadowz,,,,,,126.0,1404.0,88.0,0.0,,2.0,1233.0,329.0,0.0,True,1.0,1274.0,298.0,0.0,True,288.0,1173.0,63.0,52.0,,,,,,,1.0,1741.0,400.0,0.0,True,,,,,,47.0,1048.0,84.0,48.0,,0.0,1500.0,500.0,0.0,True,2.0,1802.0,294.0,0.0,True,5.0,1443.0,205.0,0.0,True,,,,,,
pacheon,,,,,,1070.0,2002.0,62.0,0.0,,,,,,,,,,,,534.0,1476.0,52.0,-27.0,,,,,,,,,,,,,,,,,1073.0,1421.0,45.0,10.0,,0.0,1500.0,500.0,0.0,True,4.0,1462.0,208.0,0.0,True,53.0,1631.0,90.0,70.0,,15.0,28.0,,,,
noyantfo,,,,,,,,,,,,,,,,,,,,,40.0,1220.0,94.0,-92.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,28.0,985.0,121.0,-48.0,True,,,,,,
polklax,8.0,1479.0,171.0,0.0,True,2636.0,2272.0,62.0,0.0,,1.0,1354.0,390.0,0.0,True,,,,,,4903.0,1862.0,45.0,21.0,,,,,,,7.0,1569.0,179.0,0.0,True,1.0,1079.0,330.0,0.0,True,3363.0,1780.0,47.0,-3.0,,0.0,1500.0,500.0,0.0,True,129.0,1637.0,85.0,49.0,,2205.0,2104.0,45.0,-21.0,,38.0,28.0,,,5.0,31.0
sayedbrik,4.0,1403.0,243.0,0.0,True,2820.0,1281.0,62.0,0.0,,10.0,1344.0,194.0,0.0,True,,,,,,1863.0,1370.0,45.0,-20.0,,3.0,1247.0,285.0,0.0,True,84.0,1219.0,166.0,73.0,True,,,,,,29.0,1075.0,106.0,-137.0,,1.0,1234.0,326.0,0.0,True,219.0,1352.0,156.0,45.0,True,2837.0,1352.0,108.0,96.0,,,,,,,
idreamcatcher,,,,,,2468.0,1875.0,132.0,0.0,True,,,,,,11.0,1450.0,152.0,0.0,True,2942.0,1871.0,45.0,38.0,,,,,,,43.0,1521.0,72.0,-8.0,,,,,,,5569.0,1724.0,56.0,34.0,,5.0,1773.0,237.0,0.0,True,0.0,1500.0,500.0,0.0,True,4.0,1714.0,248.0,0.0,True,,,,,,
jpnakamura,,,,,,,,,,,,,,,,,,,,,5.0,1265.0,158.0,0.0,True,,,,,,,,,,,,,,,,1.0,1284.0,291.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1330.0,301.0,0.0,True,,,,,,
krypton278,,,,,,,,,,,,,,,,,,,,,34.0,1365.0,78.0,1.0,,,,,,,,,,,,,,,,,2.0,1624.0,229.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
viyadazzle,,,,,,9.0,815.0,146.0,0.0,True,,,,,,,,,,,2.0,631.0,268.0,0.0,True,2.0,1203.0,343.0,0.0,True,4.0,1015.0,220.0,0.0,True,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,43.0,1008.0,88.0,30.0,,,,1.0,6.0,1.0,1.0
