id,chess960_games,chess960_rating,chess960_rd,chess960_prog,chess960_prov,puzzle_games,puzzle_rating,puzzle_rd,puzzle_prog,puzzle_prov,racingKings_games,racingKings_rating,racingKings_rd,racingKings_prog,racingKings_prov,ultraBullet_games,ultraBullet_rating,ultraBullet_rd,ultraBullet_prog,ultraBullet_prov,blitz_games,blitz_rating,blitz_rd,blitz_prog,blitz_prov,kingOfTheHill_games,kingOfTheHill_rating,kingOfTheHill_rd,kingOfTheHill_prog,kingOfTheHill_prov,crazyhouse_games,crazyhouse_rating,crazyhouse_rd,crazyhouse_prog,crazyhouse_prov,threeCheck_games,threeCheck_rating,threeCheck_rd,threeCheck_prog,threeCheck_prov,bullet_games,bullet_rating,bullet_rd,bullet_prog,bullet_prov,correspondence_games,correspondence_rating,correspondence_rd,correspondence_prog,correspondence_prov,classical_games,classical_rating,classical_rd,classical_prog,classical_prov,rapid_games,rapid_rating,rapid_rd,rapid_prog,rapid_prov,storm_runs,storm_score,racer_runs,racer_score,streak_runs,streak_score
cameronherwig,,,,,,3561.0,1880.0,62.0,0.0,,,,,,,,,,,,6.0,1160.0,172.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,820.0,1816.0,45.0,6.0,,2.0,23.0,,,,
demireken,,,,,,89.0,1836.0,87.0,0.0,,7.0,1516.0,178.0,0.0,True,,,,,,837.0,1422.0,56.0,-4.0,,,,,,,1.0,1408.0,373.0,0.0,True,1.0,1286.0,295.0,0.0,True,37.0,1320.0,84.0,-46.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,379.0,1611.0,51.0,-25.0,,,,,,,
dirk_sf_werden,,,,,,173.0,2145.0,79.0,0.0,,,,,,,,,,,,96.0,1837.0,77.0,40.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,15.0,1761.0,137.0,89.0,True,13.0,1912.0,145.0,69.0,True,3.0,16.0,,,,
bonama19,,,,,,1233.0,1513.0,64.0,0.0,,,,,,,,,,,,56.0,1090.0,51.0,-20.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,34.0,1591.0,72.0,82.0,,1.0,13.0,,,,
nesip123,,,,,,238.0,1553.0,98.0,0.0,,,,,,,,,,,,1.0,1731.0,295.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,22.0,1556.0,94.0,-111.0,,,,,,,
haidarayousef5,73.0,1287.0,79.0,-9.0,,338.0,971.0,86.0,0.0,,,,,,,141.0,811.0,60.0,-10.0,,358.0,1160.0,55.0,-3.0,,,,,,,,,,,,,,,,,12.0,937.0,118.0,-21.0,True,1.0,1728.0,329.0,0.0,True,2.0,1117.0,276.0,0.0,True,3.0,1065.0,197.0,0.0,True,,,,,,
teagan_botha,,,,,,127.0,1251.0,196.0,3.0,True,,,,,,1.0,1049.0,309.0,0.0,True,3.0,1510.0,225.0,0.0,True,,,,,,,,,,,,,,,,2.0,1153.0,214.0,0.0,True,2.0,1418.0,270.0,0.0,True,13.0,1115.0,174.0,-10.0,True,26.0,833.0,103.0,75.0,,,,,,,
glalvarez,,,,,,53.0,1250.0,101.0,0.0,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,1.0,1260.0,291.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
adelia89,,,,,,,,,,,,,,,,,,,,,116.0,1258.0,100.0,21.0,,,,,,,,,,,,,,,,,9.0,1114.0,171.0,0.0,True,0.0,1500.0,500.0,0.0,True,11.0,1587.0,176.0,0.0,True,126.0,1406.0,102.0,-29.0,,,,,,,
jaydentohlokyeen,,,,,,,,,,,,,,,,,,,,,16.0,1243.0,166.0,96.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
siravuri,,,,,,483.0,1045.0,97.0,0.0,,,,,,,,,,,,143.0,1358.0,59.0,-50.0,,,,,,,,,,,,,,,,,17.0,1221.0,148.0,32.0,True,0.0,1500.0,500.0,0.0,True,5.0,901.0,233.0,0.0,True,118.0,1360.0,71.0,-2.0,,,,,,,
riceinsoup,,,,,,,,,,,,,,,,,,,,,63.0,1089.0,81.0,91.0,,,,,,,,,,,,,,,,,31.0,960.0,152.0,-4.0,True,0.0,1500.0,500.0,0.0,True,5.0,1186.0,227.0,0.0,True,48.0,1291.0,75.0,41.0,,,,,,,
kruf,,,,,,55.0,1812.0,204.0,106.0,True,,,,,,,,,,,158.0,1706.0,75.0,-18.0,,,,,,,,,,,,,,,,,42108.0,1513.0,48.0,-7.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,14.0,1927.0,107.0,6.0,,,,,,,
alirezaa2000,5.0,1486.0,206.0,0.0,True,65.0,1861.0,92.0,0.0,,2.0,1507.0,285.0,0.0,True,,,,,,1585.0,1820.0,46.0,9.0,,7.0,1579.0,187.0,0.0,True,1.0,1600.0,366.0,0.0,True,12.0,1446.0,151.0,15.0,True,1415.0,1666.0,48.0,-9.0,,0.0,1500.0,500.0,0.0,True,86.0,1688.0,88.0,-28.0,,289.0,1854.0,45.0,10.0,,20.0,32.0,,,1.0,3.0
carapit,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,6.0,1866.0,206.0,0.0,True,63.0,1952.0,67.0,49.0,,,,,,,
fadrob,,,,,,35.0,2108.0,187.0,0.0,True,1.0,1275.0,311.0,0.0,True,,,,,,38.0,1285.0,100.0,109.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1852.0,394.0,0.0,True,,,7.0,20.0,,
milshire,,,,,,87.0,1295.0,111.0,0.0,True,,,,,,,,,,,2220.0,1254.0,45.0,-2.0,,,,,,,,,,,,,,,,,12.0,1057.0,132.0,-26.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,116.0,1232.0,90.0,-24.0,,,,,,,
brun3z,,,,,,143.0,988.0,75.0,0.0,,,,,,,7.0,1253.0,152.0,0.0,True,464.0,1233.0,63.0,17.0,,,,,,,,,,,,,,,,,91.0,1097.0,55.0,17.0,,1.0,2036.0,362.0,0.0,True,0.0,1500.0,500.0,0.0,True,110.0,1336.0,52.0,35.0,,,,,,,
gloosik,,,,,,889.0,2310.0,70.0,0.0,,,,,,,,,,,,122.0,2214.0,66.0,-16.0,,,,,,,9.0,1773.0,152.0,0.0,True,,,,,,360.0,2245.0,45.0,24.0,,0.0,1500.0,500.0,0.0,True,3.0,1736.0,201.0,0.0,True,9.0,2044.0,133.0,0.0,True,33.0,59.0,4.0,55.0,8.0,36.0
tommyrobledo_08,,,,,,678.0,835.0,78.0,0.0,,,,,,,,,,,,2.0,916.0,290.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,2.0,1312.0,329.0,0.0,True,0.0,1500.0,500.0,0.0,True,57.0,745.0,78.0,-57.0,,2.0,2.0,3.0,2.0,4.0,1.0
queenreyna,,,,,,57.0,2093.0,128.0,28.0,True,,,,,,11.0,1083.0,179.0,0.0,True,67.0,1458.0,86.0,46.0,,,,,,,,,,,,,,,,,22.0,1228.0,144.0,-270.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
eiris23,,,,,,66.0,1643.0,80.0,0.0,,,,,,,,,,,,51.0,1308.0,92.0,-4.0,,,,,,,,,,,,,,,,,11.0,1616.0,125.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,486.0,1711.0,53.0,-34.0,,,,,,,
uknown_dark_warrior,,,,,,,,,,,,,,,,,,,,,14.0,1935.0,101.0,30.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
rch_imed,,,,,,105.0,1653.0,98.0,0.0,,,,,,,,,,,,70.0,1216.0,51.0,22.0,,,,,,,,,,,,,,,,,8.0,1041.0,131.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,43.0,1691.0,64.0,-32.0,,,,,,,
haarriiiis,,,,,,271.0,1393.0,94.0,0.0,,,,,,,,,,,,9.0,1266.0,121.0,0.0,True,,,,,,,,,,,,,,,,12.0,1159.0,113.0,-31.0,True,0.0,1500.0,500.0,0.0,True,1.0,1596.0,384.0,0.0,True,36.0,1336.0,89.0,-43.0,,,,1.0,16.0,,
bhshree,,,,,,56.0,600.0,152.0,0.0,True,,,,,,,,,,,22.0,763.0,90.0,-86.0,,,,,,,,,,,,,,,,,30.0,637.0,76.0,25.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,17.0,938.0,100.0,13.0,,,,,,,
fackyou975,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,3.0,1188.0,222.0,0.0,True,404.0,1267.0,45.0,5.0,,,,,,,
angiep123,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,5.0,1320.0,246.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
rich_9,,,,,,334.0,1698.0,81.0,0.0,,,,,,,,,,,,3.0,1370.0,211.0,0.0,True,,,,,,,,,,,,,,,,2.0,973.0,249.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1017.0,1567.0,46.0,5.0,,,,,,,
illmatic182,,,,,,53.0,1614.0,219.0,14.0,True,,,,,,,,,,,23.0,1329.0,80.0,99.0,,,,,,,,,,,,,,,,,2.0,1203.0,246.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1333.0,284.0,0.0,True,52.0,1707.0,62.0,-5.0,,,,,,,
mperos,,,,,,1311.0,1928.0,64.0,0.0,,,,,,,,,,,,48.0,1595.0,81.0,5.0,,,,,,,16.0,1354.0,161.0,116.0,True,,,,,,4717.0,1476.0,45.0,42.0,,4.0,1831.0,210.0,0.0,True,1.0,1091.0,338.0,0.0,True,23.0,1948.0,122.0,85.0,True,,,,,,
haardik,,,,,,1682.0,1718.0,70.0,0.0,,,,,,,165.0,1177.0,52.0,27.0,,71.0,1447.0,45.0,-16.0,,,,,,,,,,,,,,,,,4.0,1352.0,190.0,0.0,True,1.0,1422.0,397.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,43.0,29.0,,
calebe12k,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
alejorro,1.0,1364.0,273.0,0.0,True,837.0,925.0,141.0,0.0,True,1.0,1430.0,304.0,0.0,True,13.0,1257.0,159.0,-31.0,True,325.0,1425.0,81.0,-28.0,,,,,,,1.0,1417.0,301.0,0.0,True,,,,,,10.0,1381.0,167.0,0.0,True,0.0,1500.0,500.0,0.0,True,17.0,1375.0,137.0,46.0,True,8.0,1505.0,168.0,0.0,True,,,,,,
will1781,,,,,,51.0,1391.0,82.0,0.0,,,,,,,,,,,,12.0,1341.0,107.0,-25.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,1.0,1258.0,398.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
krullty,,,,,,762.0,1393.0,70.0,0.0,,,,,,,,,,,,1743.0,1219.0,45.0,-18.0,,,,,,,,,,,,,,,,,38.0,1083.0,129.0,24.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,3.0,1675.0,200.0,0.0,True,,,,,,
joshjohnson021,,,,,,2.0,1250.0,279.0,0.0,True,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,4.0,863.0,185.0,0.0,True,28.0,847.0,69.0,-30.0,,,,,,,
reaganmphande,,,,,,1430.0,1839.0,75.0,0.0,,,,,,,,,,,,2313.0,1805.0,45.0,0.0,,,,,,,,,,,,,,,,,290.0,1386.0,46.0,-11.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1700.0,1814.0,45.0,-6.0,,,,,,,
joeswis,,,,,,,,,,,,,,,,,,,,,8.0,1361.0,149.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
railroadbill,,,,,,380.0,1940.0,173.0,0.0,True,2.0,1460.0,285.0,0.0,True,,,,,,8865.0,1719.0,48.0,0.0,,,,,,,,,,,,,,,,,18158.0,1692.0,45.0,13.0,,0.0,1500.0,500.0,0.0,True,1.0,1320.0,274.0,0.0,True,4.0,1565.0,201.0,0.0,True,,,,,,
giraud,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,4.0,1552.0,226.0,0.0,True,,,,,,
didif02,,,,,,9418.0,1699.0,62.0,0.0,,,,,,,,,,,,854.0,1266.0,46.0,-12.0,,,,,,,,,,,,,,,,,2168.0,1107.0,45.0,6.0,,12.0,1653.0,163.0,69.0,True,3.0,1550.0,220.0,0.0,True,17.0,1660.0,130.0,29.0,True,,,,,,
szynoleq,,,,,,6.0,2008.0,210.0,0.0,True,,,,,,,,,,,18.0,749.0,105.0,1.0,,,,,,,,,,,,,,,,,6.0,879.0,158.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,551.0,1039.0,46.0,24.0,,,,,,,
viktoria2010,4.0,1240.0,230.0,0.0,True,5.0,1969.0,218.0,0.0,True,3.0,1267.0,244.0,0.0,True,2.0,1311.0,255.0,0.0,True,25.0,943.0,136.0,173.0,True,18.0,1555.0,121.0,79.0,True,8.0,1512.0,185.0,0.0,True,2.0,1386.0,253.0,0.0,True,8.0,1339.0,172.0,0.0,True,0.0,1500.0,500.0,0.0,True,169.0,1113.0,113.0,-25.0,True,677.0,1217.0,45.0,5.0,,13.0,16.0,,,4.0,18.0
leonov7,,,,,,252.0,1476.0,84.0,0.0,,,,,,,,,,,,154.0,1050.0,48.0,0.0,,,,,,,,,,,,,,,,,4.0,980.0,259.0,0.0,True,0.0,1500.0,500.0,0.0,True,106.0,1370.0,70.0,16.0,,35.0,1358.0,84.0,56.0,,,,,,,
neftegor,1.0,1709.0,328.0,0.0,True,42.0,1987.0,172.0,0.0,True,,,,,,,,,,,20457.0,2509.0,45.0,-17.0,,,,,,,,,,,,,,,,,2.0,1542.0,236.0,0.0,True,0.0,1500.0,500.0,0.0,True,10.0,1870.0,154.0,0.0,True,135.0,2415.0,81.0,29.0,,9.0,34.0,,,,
ramasan44,,,,,,462.0,677.0,74.0,0.0,,,,,,,,,,,,1144.0,1417.0,46.0,18.0,,,,,,,,,,,,,,,,,7.0,1136.0,152.0,0.0,True,0.0,1500.0,500.0,0.0,True,6.0,983.0,172.0,0.0,True,160.0,1542.0,78.0,-12.0,,,,,,,
binora,,,,,,1381.0,1585.0,75.0,0.0,,,,,,,,,,,,748.0,1274.0,45.0,13.0,,,,,,,,,,,,,,,,,1157.0,1080.0,45.0,-30.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,27.0,1444.0,94.0,-33.0,,33.0,21.0,1.0,18.0,6.0,15.0
ajit675,,,,,,,,,,,,,,,,,,,,,1.0,1256.0,291.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
alessandro_hernandez,,,,,,,,,,,,,,,,,,,,,29.0,1127.0,92.0,-104.0,,,,,,,,,,,,,,,,,0.0,1200.0,404.0,0.0,True,0.0,1200.0,404.0,0.0,True,0.0,1200.0,404.0,0.0,True,0.0,1200.0,404.0,0.0,True,,,,,,
jalalk97,,,,,,1251.0,1864.0,79.0,0.0,,,,,,,,,,,,275.0,1586.0,70.0,5.0,,,,,,,,,,,,,,,,,1.0,1328.0,276.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,545.0,1804.0,51.0,-29.0,,1.0,20.0,,,,
mohd_hdaib,,,,,,422.0,1808.0,76.0,0.0,,,,,,,,,,,,67.0,1659.0,55.0,39.0,,,,,,,,,,,,,,,,,3.0,1279.0,253.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,11.0,1546.0,220.0,0.0,True,,,,,,
pathak_aditya,,,,,,32.0,1562.0,102.0,0.0,,,,,,,,,,,,293.0,1046.0,50.0,27.0,,,,,,,,,,,,,,,,,23.0,929.0,116.0,-117.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
zawiadiaka,,,,,,653.0,1564.0,66.0,0.0,,,,,,,,,,,,190.0,1044.0,48.0,-8.0,,,,,,,,,,,,,,,,,30.0,899.0,88.0,-61.0,,0.0,1500.0,500.0,0.0,True,54.0,1263.0,111.0,19.0,True,212.0,1397.0,52.0,10.0,,,,,,,
terradat,,,,,,180.0,2223.0,102.0,0.0,,,,,,,,,,,,11499.0,2174.0,45.0,-9.0,,,,,,,,,,,,,,,,,9.0,1388.0,169.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,29.0,1957.0,147.0,-267.0,True,1.0,16.0,,,,
abracadabra1534,12.0,1715.0,137.0,21.0,True,5.0,2088.0,203.0,0.0,True,,,,,,,,,,,230.0,1963.0,56.0,37.0,,,,,,,,,,,,,,,,,32.0,1650.0,111.0,77.0,True,0.0,1500.0,500.0,0.0,True,4.0,1718.0,268.0,0.0,True,37.0,1830.0,89.0,-81.0,,,,,,,
asg_1,,,,,,2.0,1440.0,234.0,0.0,True,,,,,,,,,,,40.0,1161.0,100.0,54.0,,,,,,,18.0,1521.0,128.0,-85.0,True,7.0,1444.0,168.0,0.0,True,7.0,1655.0,155.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,186.0,1413.0,70.0,40.0,,,,3.0,44.0,42.0,7.0
mabelgravity,,,,,,3.0,892.0,260.0,0.0,True,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,1.0,1351.0,312.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
omar_armas,,,,,,741.0,1234.0,64.0,0.0,,,,,,,,,,,,86.0,1176.0,85.0,-125.0,,,,,,,,,,,,,,,,,20.0,901.0,100.0,-191.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,18.0,1615.0,143.0,-46.0,True,,,,,,
legsxr,,,,,,1137.0,1335.0,80.0,0.0,,,,,,,,,,,,3.0,1008.0,225.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,21.0,1085.0,97.0,-56.0,,,,,,,
adam_rasid75,,,,,,,,,,,,,,,,,,,,,5.0,1167.0,209.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,11.0,791.0,128.0,0.0,True,,,,,,
godpatrick,,,,,,778.0,1528.0,77.0,0.0,,,,,,,,,,,,385.0,1277.0,63.0,15.0,,,,,,,1.0,1661.0,265.0,0.0,True,,,,,,39.0,1235.0,102.0,-1.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,27.0,1626.0,109.0,67.0,,,,,,,
kit-kat1393,,,,,,2996.0,1757.0,66.0,0.0,,,,,,,,,,,,278.0,1571.0,57.0,-13.0,,,,,,,,,,,,,,,,,660.0,1251.0,48.0,-17.0,,0.0,1500.0,500.0,0.0,True,1.0,1719.0,268.0,0.0,True,5.0,1081.0,170.0,0.0,True,,,,,,
yahirsito200510,,,,,,1864.0,1310.0,67.0,0.0,,,,,,,,,,,,3.0,1192.0,199.0,0.0,True,1.0,1723.0,313.0,0.0,True,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,1.0,1495.0,334.0,0.0,True,2.0,1144.0,222.0,0.0,True,48.0,1044.0,107.0,-1.0,,,,,,,
gladioluss,,,,,,1.0,1448.0,433.0,0.0,True,,,,,,,,,,,2.0,1167.0,238.0,0.0,True,,,,,,,,,,,,,,,,13.0,1372.0,124.0,-54.0,True,0.0,1500.0,500.0,0.0,True,17.0,1943.0,97.0,48.0,,78.0,2011.0,62.0,24.0,,40.0,44.0,3.0,41.0,,
victor_matas,,,,,,,,,,,,,,,,,,,,,198.0,1908.0,80.0,11.0,,,,,,,,,,,,,,,,,2.0,929.0,241.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1273.0,2192.0,50.0,-18.0,,,,,,,
fighter91,,,,,,2238.0,1775.0,88.0,0.0,,,,,,,,,,,,3252.0,1746.0,45.0,6.0,,1.0,1377.0,353.0,0.0,True,,,,,,,,,,,1.0,1473.0,344.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,83.0,1561.0,96.0,-100.0,,,,,,,
malimo123,1.0,1434.0,309.0,0.0,True,,,,,,,,,,,,,,,,43.0,2215.0,109.0,60.0,,,,,,,,,,,,,,,,,10026.0,2149.0,46.0,-2.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
nanpupanda,,,,,,977.0,1396.0,79.0,0.0,,,,,,,,,,,,205.0,950.0,47.0,-16.0,,,,,,,,,,,,,,,,,2.0,1161.0,233.0,0.0,True,0.0,1500.0,500.0,0.0,True,6.0,1339.0,188.0,0.0,True,6.0,1313.0,150.0,0.0,True,,,,,,
cheryu,2.0,1727.0,245.0,0.0,True,218.0,1769.0,95.0,0.0,,,,,,,,,,,,159.0,1356.0,62.0,-5.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,15.0,1606.0,106.0,0.0,,,,,,,
snydero,,,,,,50.0,1616.0,112.0,0.0,True,,,,,,,,,,,320.0,1627.0,45.0,17.0,,,,,,,1.0,1681.0,334.0,0.0,True,,,,,,530.0,1405.0,45.0,4.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
optimal10,,,,,,62.0,1851.0,109.0,0.0,,,,,,,,,,,,33.0,1380.0,82.0,109.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,4.0,1729.0,284.0,0.0,True,,,,,34.0,13.0
darksoldier80,,,,,,801.0,1602.0,60.0,0.0,,,,,,,,,,,,416.0,1059.0,45.0,20.0,,,,,,,1.0,1500.0,397.0,0.0,True,,,,,,4.0,1381.0,177.0,0.0,True,0.0,1500.0,500.0,0.0,True,5.0,1365.0,177.0,0.0,True,19.0,1250.0,91.0,-34.0,,,,,,,
yasnas,,,,,,1703.0,1578.0,75.0,0.0,,,,,,,,,,,,26.0,1402.0,80.0,51.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
abdelmoneimelhawary,,,,,,969.0,1865.0,81.0,0.0,,,,,,,,,,,,3513.0,2048.0,53.0,-29.0,,,,,,,,,,,,,,,,,612.0,1914.0,45.0,-9.0,,2.0,1751.0,272.0,0.0,True,0.0,1500.0,500.0,0.0,True,14.0,2116.0,135.0,21.0,True,,,,,,
hugozumpano,,,,,,,,,,,,,,,,,,,,,1524.0,1743.0,45.0,-15.0,,,,,,,,,,,,,,,,,1.0,1352.0,267.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1878.0,225.0,0.0,True,,,,,,
numandikici,,,,,,,,,,,,,,,,,,,,,19.0,1242.0,137.0,-178.0,True,,,,,,,,,,,,,,,,105.0,1046.0,102.0,67.0,,1.0,1135.0,327.0,0.0,True,14.0,1117.0,159.0,-11.0,True,89.0,1113.0,85.0,-2.0,,,,,,,
glavvred,381.0,2160.0,47.0,-19.0,,76.0,2168.0,82.0,0.0,,,,,,,,,,,,3299.0,2463.0,45.0,3.0,,,,,,,1.0,1574.0,315.0,0.0,True,,,,,,931.0,2549.0,141.0,47.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,88.0,2271.0,132.0,91.0,True,3.0,45.0,,,1.0,19.0
medvall,,,,,,114.0,1678.0,100.0,0.0,,,,,,,,,,,,134.0,1894.0,57.0,24.0,,,,,,,,,,,,,,,,,1.0,1697.0,302.0,0.0,True,1.0,1889.0,374.0,0.0,True,0.0,1500.0,500.0,0.0,True,5.0,1668.0,193.0,0.0,True,,,,,,
pony_mode,6.0,1137.0,218.0,0.0,True,4007.0,1906.0,65.0,0.0,,,,,,,,,,,,7030.0,1649.0,46.0,6.0,,,,,,,5.0,1714.0,223.0,0.0,True,,,,,,22.0,1488.0,121.0,51.0,True,1.0,1662.0,304.0,0.0,True,135.0,1826.0,87.0,-23.0,,105.0,1855.0,72.0,40.0,,2.0,23.0,,,,
anayoolmergen,,,,,,2163.0,2250.0,72.0,0.0,,,,,,,,,,,,7460.0,2158.0,45.0,-16.0,,,,,,,,,,,,,,,,,329.0,1772.0,91.0,23.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,177.0,2056.0,79.0,-1.0,,,,,,,
sactava195c,,,,,,2987.0,2119.0,100.0,0.0,,,,,,,,,,,,46.0,2049.0,88.0,-43.0,,,,,,,,,,,,,,,,,2.0,1381.0,240.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,16.0,2329.0,127.0,23.0,True,1.0,26.0,52.0,47.0,,
dritonzhuniqi1,1.0,1463.0,456.0,0.0,True,2339.0,2047.0,81.0,0.0,,,,,,,,,,,,853.0,1721.0,46.0,13.0,,,,,,,,,,,,,,,,,1005.0,1648.0,46.0,-25.0,,0.0,1500.0,500.0,0.0,True,2.0,1229.0,266.0,0.0,True,655.0,1918.0,48.0,37.0,,5.0,18.0,1.0,25.0,,
