id,patron,language,title,nbFollowing,nbFollowers,completionRate,chess960_games,chess960_rating,chess960_rd,chess960_prog,chess960_prov,puzzle_games,puzzle_rating,puzzle_rd,puzzle_prog,puzzle_prov,racingKings_games,racingKings_rating,racingKings_rd,racingKings_prog,racingKings_prov,ultraBullet_games,ultraBullet_rating,ultraBullet_rd,ultraBullet_prog,ultraBullet_prov,blitz_games,blitz_rating,blitz_rd,blitz_prog,blitz_prov,kingOfTheHill_games,kingOfTheHill_rating,kingOfTheHill_rd,kingOfTheHill_prog,kingOfTheHill_prov,crazyhouse_games,crazyhouse_rating,crazyhouse_rd,crazyhouse_prog,crazyhouse_prov,threeCheck_games,threeCheck_rating,threeCheck_rd,threeCheck_prog,threeCheck_prov,bullet_games,bullet_rating,bullet_rd,bullet_prog,bullet_prov,correspondence_games,correspondence_rating,correspondence_rd,correspondence_prog,correspondence_prov,classical_games,classical_rating,classical_rd,classical_prog,classical_prov,rapid_games,rapid_rating,rapid_rd,rapid_prog,rapid_prov,storm_runs,storm_score,racer_runs,racer_score,streak_runs,streak_score,profile_country,profile_location,profile_fideRating,playTime_total,playTime_tv
zhigalko_sergei,True,ru-RU,GM,112.0,61019.0,100.0,1236.0,2706.0,64.0,20.0,,2659.0,2637.0,102.0,0.0,,2.0,1698.0,308.0,0.0,True,16452.0,2485.0,48.0,-11.0,,5695.0,2847.0,45.0,-2.0,,1303.0,2558.0,52.0,17.0,,1146.0,2407.0,46.0,-5.0,,1653.0,2555.0,56.0,41.0,,32579.0,3000.0,46.0,26.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,313.0,2925.0,58.0,27.0,,50.0,91.0,4.0,105.0,1.0,25.0,BY,Minsk,2695.0,8147027.0,2145998.0
mhmtalynk5454,,tr-TR,,0.0,0.0,77.0,,,,,,,,,,,,,,,,,,,,,79.0,1416.0,45.0,26.0,,,,,,,,,,,,,,,,,28.0,1299.0,74.0,-96.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,38797.0,0.0
broccolone,,it-IT,,8.0,6.0,100.0,,,,,,,,,,,,,,,,,,,,,1054.0,2333.0,45.0,-15.0,,,,,,,,,,,,,,,,,354.0,2242.0,51.0,-18.0,,0.0,1500.0,500.0,0.0,True,16.0,2163.0,146.0,79.0,True,98.0,2279.0,78.0,34.0,,,,,,,,,,,571976.0,921.0
immanuelkant7,,tr-TR,,8.0,3.0,88.0,1.0,1233.0,342.0,0.0,True,568.0,1306.0,99.0,0.0,,,,,,,7.0,1617.0,215.0,0.0,True,284.0,1125.0,81.0,-15.0,,,,,,,2.0,1215.0,313.0,0.0,True,5.0,1051.0,229.0,0.0,True,1001.0,1276.0,59.0,-42.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,546.0,1210.0,92.0,7.0,,,,,,,,,,,462859.0,0.0
urcont,,ru-RU,,1.0,0.0,100.0,,,,,,77.0,2189.0,85.0,0.0,,,,,,,36.0,1248.0,86.0,-46.0,,636.0,1931.0,45.0,-25.0,,,,,,,,,,,,,,,,,429.0,1711.0,45.0,7.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,33.0,2112.0,107.0,86.0,,,,,,,,RU,,,286135.0,0.0
rickm51,,en-GB,,3.0,0.0,93.0,,,,,,137.0,1566.0,98.0,0.0,,,,,,,,,,,,4.0,1405.0,202.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1229.0,309.0,0.0,True,747.0,1550.0,70.0,-32.0,,,,,,,,,,,505436.0,0.0
alperenmd,,en-US,,2.0,1.0,93.0,,,,,,,,,,,,,,,,,,,,,573.0,966.0,45.0,-1.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,3.0,1400.0,203.0,0.0,True,,,,,,,,,,216913.0,0.0
aramkundra,,en-US,,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,10.0,1451.0,166.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,1956.0,0.0
walterneitor,,es-ES,,2.0,9.0,90.0,,,,,,43.0,1416.0,86.0,0.0,,1.0,1258.0,402.0,0.0,True,53.0,1077.0,96.0,18.0,,4668.0,1416.0,45.0,35.0,,1.0,1138.0,357.0,0.0,True,3.0,1109.0,231.0,0.0,True,,,,,,1112.0,1153.0,45.0,-37.0,,2.0,1520.0,284.0,0.0,True,89.0,1625.0,98.0,-15.0,,1592.0,1472.0,45.0,6.0,,,,,,,,,,,2892627.0,0.0
craman96,,en-US,,1.0,3.0,97.0,,,,,,17.0,1532.0,103.0,0.0,,,,,,,,,,,,902.0,1116.0,45.0,19.0,,,,,,,,,,,,,,,,,6.0,1165.0,174.0,0.0,True,3.0,1307.0,314.0,0.0,True,0.0,1500.0,500.0,0.0,True,15.0,1169.0,137.0,-60.0,True,,,,,,,,,,357565.0,0.0
siddhantk,,en-US,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,5.0,1582.0,168.0,0.0,True,,,,,,,,,,,,,,,,2.0,1181.0,256.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,3.0,1465.0,228.0,0.0,True,,,,,,,,,,3176.0,0.0
andyman2016,,en-US,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,608.0,2151.0,67.0,2.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1758.0,411.0,0.0,True,,,,,,,,,,428070.0,0.0
hardmonkeypicasso,,en-US,,4.0,5.0,90.0,,,,,,715.0,1376.0,80.0,0.0,,,,,,,,,,,,4.0,1137.0,173.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,33.0,1264.0,93.0,-7.0,,119.0,1299.0,45.0,26.0,,,,,,,,,,,134363.0,0.0
xago1808,,es-ES,,1.0,1.0,86.0,,,,,,,,,,,,,,,,,,,,,84.0,1135.0,64.0,-10.0,,,,,,,,,,,,,,,,,3.0,1073.0,214.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,30446.0,0.0
freddy_salivan,,en-US,,0.0,4.0,93.0,,,,,,632.0,1280.0,243.0,20.0,True,,,,,,,,,,,8261.0,1536.0,45.0,-27.0,,,,,,,,,,,,,,,,,1488.0,1551.0,56.0,7.0,,9.0,1834.0,278.0,0.0,True,4.0,1296.0,400.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,2350213.0,0.0
besniak,,de-DE,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,7.0,1466.0,140.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,10182.0,0.0
steppenwulfs,,ru-RU,,0.0,1.0,93.0,,,,,,,,,,,,,,,,,,,,,3987.0,1919.0,45.0,-11.0,,,,,,,,,,,,,,,,,6.0,1312.0,152.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1325.0,309.0,0.0,True,13.0,1701.0,114.0,10.0,True,,,,,,,RU,Moscow,,1501182.0,0.0
astridhferro_3ercho,,es-ES,,0.0,0.0,58.0,,,,,,6.0,995.0,183.0,0.0,True,,,,,,,,,,,36.0,1009.0,109.0,-128.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,3.0,1134.0,275.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,11214.0,0.0
rebbarmajdi,,fa-IR,,0.0,0.0,93.0,,,,,,6.0,1937.0,216.0,0.0,True,,,,,,,,,,,14.0,2006.0,131.0,33.0,True,,,,,,,,,,,,,,,,119.0,1782.0,77.0,7.0,,0.0,1500.0,500.0,0.0,True,2.0,1819.0,249.0,0.0,True,13.0,2021.0,132.0,65.0,True,,,,,,,,,,52983.0,0.0
m4566769,,pl-PL,,0.0,0.0,,,,,,,43.0,1294.0,109.0,0.0,,,,,,,,,,,,34.0,1105.0,91.0,-50.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,17.0,1443.0,106.0,-109.0,,,,,,,,,,,128573.0,0.0
ittpig,,en-US,,0.0,5.0,97.0,,,,,,620.0,1413.0,75.0,0.0,,,,,,,,,,,,2.0,1332.0,230.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,326.0,1391.0,45.0,-19.0,,,,,,,,,,,180732.0,0.0
alexrakitko,,ru-RU,,5.0,4.0,90.0,,,,,,8.0,1775.0,152.0,0.0,True,,,,,,,,,,,9918.0,2005.0,45.0,-5.0,,,,,,,2.0,1479.0,291.0,0.0,True,,,,,,786.0,1877.0,49.0,23.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,34.0,1690.0,194.0,0.0,True,,,,,,,,,,2629015.0,0.0
flyintheskymon,,en-GB,,1.0,2.0,97.0,1.0,1405.0,371.0,0.0,True,4652.0,1860.0,62.0,0.0,,1.0,1440.0,419.0,0.0,True,2.0,1126.0,251.0,0.0,True,4880.0,1605.0,65.0,-6.0,,,,,,,,,,,,,,,,,5080.0,1522.0,45.0,7.0,,0.0,1500.0,500.0,0.0,True,27.0,1534.0,117.0,-7.0,True,500.0,1673.0,52.0,-5.0,,11.0,28.0,,,4.0,10.0,US,,,2546065.0,394.0
riosg88,,es-ES,,6.0,4.0,73.0,,,,,,1304.0,1994.0,74.0,0.0,,,,,,,,,,,,2688.0,1651.0,45.0,-8.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,1.0,1852.0,312.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,AR,Ushuaia,,760979.0,0.0
levim13,,ru-RU,,18.0,13.0,80.0,3.0,1247.0,279.0,0.0,True,778.0,1724.0,70.0,0.0,,,,,,,,,,,,4248.0,1523.0,49.0,0.0,,,,,,,,,,,,,,,,,2.0,1534.0,229.0,0.0,True,20.0,1484.0,132.0,32.0,True,351.0,1799.0,114.0,-26.0,True,420.0,1825.0,58.0,-3.0,,,,,,,,RU,,,2315773.0,0.0
rogue23knight,,en-US,,2.0,0.0,100.0,,,,,,6.0,1775.0,177.0,0.0,True,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,383.0,1835.0,45.0,-6.0,,,,,,,,RO,,,187670.0,0.0
killerpawn,,en-GB,,0.0,7.0,87.0,,,,,,2082.0,2097.0,64.0,0.0,,,,,,,,,,,,4093.0,2064.0,45.0,-21.0,,,,,,,,,,,,,,,,,2174.0,1947.0,66.0,-6.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1715.0,297.0,0.0,True,,,,,,,,,,1860572.0,5467.0
prisha01,,en-US,,4.0,10.0,93.0,,,,,,554.0,1954.0,66.0,0.0,,,,,,,1.0,1305.0,296.0,0.0,True,152.0,1339.0,64.0,-42.0,,,,,,,,,,,,,,,,,178.0,1264.0,46.0,17.0,,1.0,1741.0,407.0,0.0,True,11.0,1660.0,122.0,0.0,True,231.0,1520.0,51.0,-4.0,,,,,,,,IN,,,208184.0,0.0
themrfelix,,ru-RU,,12.0,10.0,97.0,,,,,,556.0,1477.0,91.0,0.0,,,,,,,48.0,1126.0,70.0,-24.0,,399.0,1217.0,63.0,49.0,,,,,,,,,,,,,,,,,264.0,1173.0,51.0,4.0,,4.0,1622.0,275.0,0.0,True,34.0,1312.0,154.0,22.0,True,509.0,1459.0,70.0,16.0,,,,,,,,,,,527104.0,0.0
tiki_113,,en-US,,0.0,0.0,97.0,,,,,,,,,,,,,,,,,,,,,110.0,974.0,68.0,-1.0,,,,,,,,,,,,,,,,,1.0,1318.0,299.0,0.0,True,0.0,1500.0,500.0,0.0,True,10.0,1320.0,129.0,0.0,True,4.0,1263.0,179.0,0.0,True,,,,,,,,,,41406.0,0.0
alibuyukkoy,,tr-TR,,1.0,0.0,100.0,,,,,,1439.0,1450.0,79.0,0.0,,,,,,,,,,,,1927.0,1341.0,46.0,5.0,,,,,,,,,,,,,,,,,15.0,940.0,117.0,-10.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,TR,Afyonkarahisat,,417732.0,0.0
pegasusharith,,en-US,,5.0,4.0,63.0,1.0,1448.0,426.0,0.0,True,520.0,1050.0,79.0,0.0,,,,,,,2.0,1247.0,239.0,0.0,True,6.0,908.0,150.0,0.0,True,,,,,,,,,,,,,,,,32.0,970.0,79.0,0.0,,1.0,1741.0,396.0,0.0,True,1.0,1317.0,294.0,0.0,True,179.0,886.0,45.0,-19.0,,,,,,,,,,,97354.0,0.0
natenordby,,en-US,,1.0,1.0,93.0,,,,,,567.0,1866.0,65.0,0.0,,,,,,,8.0,1291.0,166.0,0.0,True,693.0,1560.0,45.0,32.0,,,,,,,,,,,,,,,,,962.0,1447.0,46.0,6.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,265.0,1606.0,66.0,45.0,,1.0,19.0,,,6.0,14.0,,,,528115.0,0.0
aldwulf,,en-US,,1.0,1.0,97.0,1.0,1313.0,273.0,0.0,True,877.0,1821.0,107.0,0.0,,,,,,,,,,,,2775.0,1645.0,48.0,-28.0,,,,,,,1.0,1050.0,325.0,0.0,True,,,,,,9.0,1347.0,136.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1277.0,275.0,0.0,True,274.0,1718.0,45.0,-5.0,,1.0,21.0,,,,,,,,1236089.0,0.0
cooldude360,,en-US,,0.0,0.0,80.0,,,,,,3.0,1560.0,354.0,0.0,True,,,,,,,,,,,56.0,722.0,93.0,-51.0,,,,,,,,,,,,,,,,,1.0,2147.0,367.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,2064.0,250.0,0.0,True,,,,,,,,,,22690.0,0.0
donquichess,,nl-NL,,0.0,0.0,87.0,,,,,,147.0,1816.0,84.0,0.0,,,,,,,,,,,,30.0,1930.0,74.0,-28.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,24.0,1802.0,103.0,132.0,,,,,,,,,,,31635.0,0.0
sofiacinco,,es-ES,,7.0,2.0,78.0,,,,,,,,,,,,,,,,,,,,,86.0,1432.0,72.0,86.0,,,,,,,,,,,,,,,,,17.0,1267.0,127.0,-128.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,26409.0,0.0
ziadmustafaa,,ar-SA,,1.0,3.0,,,,,,,653.0,1177.0,77.0,0.0,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,1.0,1199.0,307.0,0.0,True,0.0,1500.0,500.0,0.0,True,171.0,1492.0,45.0,-32.0,,5.0,1301.0,160.0,0.0,True,,,,,,,,,,159333.0,0.0
antowill,,fr-FR,,0.0,1.0,87.0,,,,,,30.0,1550.0,213.0,-28.0,True,,,,,,,,,,,255.0,887.0,100.0,-3.0,,,,,,,,,,,,,,,,,515.0,1039.0,50.0,7.0,,0.0,1500.0,500.0,0.0,True,1.0,1337.0,310.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,141191.0,0.0
danielrey16,,en-US,,1.0,0.0,97.0,,,,,,,,,,,,,,,,,,,,,1183.0,1536.0,45.0,31.0,,,,,,,,,,,,,,,,,11.0,1037.0,108.0,0.0,,1.0,1378.0,378.0,0.0,True,1.0,1281.0,293.0,0.0,True,4.0,1576.0,181.0,0.0,True,,,,,,,,,,430014.0,0.0
juanpabloveintimilla,,es-ES,,0.0,0.0,,,,,,,4.0,1104.0,234.0,0.0,True,,,,,,,,,,,58.0,1340.0,82.0,-22.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,16669.0,0.0
alisan39,,tr-TR,,0.0,0.0,97.0,,,,,,204.0,1419.0,78.0,0.0,,,,,,,,,,,,1067.0,1285.0,55.0,-26.0,,,,,,,,,,,,,,,,,196.0,1297.0,90.0,34.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,73.0,1232.0,93.0,-21.0,,,,,,,,,,,373045.0,0.0
szymonrichter,,pl-PL,,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,3.0,934.0,215.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,3.0,1389.0,203.0,0.0,True,,,,,,,,,,1433.0,0.0
igor-sz,,ru-RU,,0.0,0.0,,,,,,,27.0,1633.0,93.0,0.0,,,,,,,,,,,,4.0,1463.0,176.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,11.0,1877.0,112.0,0.0,True,,,,,,,,,,9836.0,0.0
paulieb,,en-US,,0.0,0.0,90.0,,,,,,,,,,,,,,,,,,,,,172.0,903.0,77.0,-62.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,8.0,1530.0,127.0,0.0,True,,,,,,,,,,81903.0,0.0
faeshyjguj,,en-US,,0.0,0.0,77.0,,,,,,136.0,1967.0,103.0,0.0,,,,,,,505.0,1942.0,45.0,11.0,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,863.0,2220.0,45.0,-26.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,31.0,32.0,,,1.0,9.0,,,,88262.0,5778.0
sakshamsinghal,,en-US,,3.0,6.0,100.0,,,,,,190.0,1812.0,80.0,0.0,,,,,,,,,,,,562.0,1579.0,45.0,3.0,,,,,,,,,,,,,,,,,203.0,1180.0,48.0,45.0,,3.0,1484.0,245.0,0.0,True,9.0,1513.0,139.0,0.0,True,993.0,1810.0,48.0,16.0,,,,,,,,IN,Varanasi,,1033550.0,0.0
muajhidabdon,,ar-SA,,1.0,2.0,,,,,,,3316.0,1528.0,75.0,0.0,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,96.0,1075.0,75.0,-12.0,,,,,,,,,,,104684.0,0.0
gu1ll34mo,,es-ES,,3.0,3.0,97.0,,,,,,181.0,1502.0,75.0,0.0,,,,,,,,,,,,941.0,1384.0,59.0,-33.0,,,,,,,,,,,,,,,,,360.0,1214.0,76.0,-21.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,204.0,1204.0,110.0,-44.0,True,,,,,,,,,,484043.0,0.0
marioma-ayman,,en-US,,2.0,2.0,100.0,,,,,,3.0,1913.0,221.0,0.0,True,,,,,,,,,,,1824.0,1775.0,45.0,-7.0,,,,,,,,,,,,,,,,,731.0,1842.0,46.0,6.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,6.0,1635.0,163.0,0.0,True,,,,,,,,,,485022.0,0.0
kurzyk_seb,,pl-PL,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,4.0,1236.0,284.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,695.0,0.0
diegotono2009,,es-ES,,0.0,1.0,85.0,,,,,,,,,,,,,,,,,,,,,67.0,1218.0,79.0,-62.0,,,,,,,1.0,1267.0,369.0,0.0,True,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,12480.0,0.0
cg0950,,fr-FR,,1.0,0.0,87.0,,,,,,188.0,2029.0,81.0,0.0,,,,,,,,,,,,498.0,1700.0,101.0,-16.0,,,,,,,,,,,,,,,,,4315.0,1567.0,45.0,17.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,FR,,,1245681.0,0.0
ratlos,,en-GB,,22.0,48.0,97.0,,,,,,4.0,1910.0,219.0,0.0,True,2.0,1554.0,297.0,0.0,True,,,,,,16672.0,1324.0,45.0,16.0,,,,,,,,,,,,,,,,,41.0,1207.0,135.0,-69.0,True,1.0,1622.0,329.0,0.0,True,2.0,1261.0,281.0,0.0,True,2.0,1166.0,241.0,0.0,True,,,,,,,DE,...at home!,,3532498.0,0.0
enhuichee,,en-US,,1.0,1.0,67.0,,,,,,123.0,925.0,79.0,0.0,,,,,,,,,,,,13.0,646.0,153.0,46.0,True,,,,,,,,,,,,,,,,3.0,1488.0,208.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1326.0,298.0,0.0,True,87.0,997.0,65.0,-5.0,,,,,,,,,,,64455.0,0.0
granthpatel,,en-US,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,1162.0,243.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,456.0,0.0
dynotop,,fr-FR,,0.0,0.0,90.0,,,,,,9.0,2102.0,212.0,0.0,True,,,,,,,,,,,22.0,1325.0,120.0,-12.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,171.0,1599.0,61.0,-39.0,,,,,,,,,,,211924.0,0.0
john_wick_12345,,en-US,,6.0,1.0,100.0,,,,,,1094.0,1155.0,80.0,0.0,,,,,,,,,,,,103.0,812.0,45.0,14.0,,,,,,,,,,,,,,,,,419.0,1022.0,45.0,4.0,,2.0,1214.0,262.0,0.0,True,3.0,1320.0,210.0,0.0,True,277.0,878.0,45.0,24.0,,,,,,,,,,,180946.0,0.0
aisulu2012,,ru-RU,,0.0,0.0,77.0,,,,,,,,,,,,,,,,1.0,1003.0,335.0,0.0,True,2.0,1290.0,272.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1242.0,270.0,0.0,True,,,,,,,,,,2095.0,0.0
rispar,,es-ES,,3.0,0.0,97.0,,,,,,55.0,1382.0,101.0,0.0,,,,,,,,,,,,53.0,928.0,78.0,-2.0,,,,,,,,,,,,,,,,,6.0,765.0,160.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,850.0,266.0,0.0,True,,,,,,,,,,31947.0,0.0
alishakshak,,en-US,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1150.0,248.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,4.0,1679.0,178.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,5087.0,0.0
love0715,,zh-TW,,0.0,0.0,68.0,,,,,,86.0,1869.0,98.0,0.0,,,,,,,,,,,,3.0,1052.0,198.0,0.0,True,,,,,,,,,,,,,,,,1.0,1081.0,317.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,38.0,1620.0,80.0,30.0,,2.0,19.0,1.0,14.0,,,,,,20936.0,0.0
juandiegoddejesus1,,es-ES,,0.0,0.0,79.0,,,,,,350.0,1101.0,75.0,0.0,,,,,,,,,,,,12.0,1412.0,108.0,-35.0,,,,,,,,,,,,,,,,,2.0,1478.0,232.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,36.0,1000.0,68.0,-89.0,,,,,,,,VE,Miranda,,28687.0,0.0
knowntal,,en-US,,22.0,9.0,90.0,11.0,1587.0,161.0,0.0,True,529.0,1873.0,85.0,0.0,,,,,,,45.0,1209.0,115.0,-1.0,True,2428.0,1750.0,46.0,9.0,,4.0,1272.0,240.0,0.0,True,2.0,1275.0,303.0,0.0,True,,,,,,416.0,1277.0,50.0,-26.0,,0.0,1500.0,500.0,0.0,True,28.0,1685.0,154.0,-61.0,True,457.0,1816.0,54.0,-12.0,,6.0,26.0,,,,,PS,,,1831669.0,351.0
riccardo_scarpa,,it-IT,,3.0,7.0,,,,,,,73.0,1588.0,91.0,0.0,,,,,,,,,,,,379.0,1540.0,57.0,-7.0,,,,,,,,,,,,,,,,,309.0,1430.0,59.0,-43.0,,1.0,1741.0,401.0,0.0,True,16.0,1526.0,139.0,-46.0,True,132.0,1672.0,70.0,-21.0,,,,,,,,,,,274682.0,0.0
beanfather,,en-US,,14.0,15.0,93.0,,,,,,1177.0,1746.0,67.0,0.0,,,,,,,,,,,,11.0,1192.0,141.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,357.0,1823.0,45.0,-2.0,,0.0,1500.0,500.0,0.0,True,161.0,1559.0,66.0,45.0,,,,,,,,US,,,915209.0,494.0
kadiro1790,,ar-SA,,0.0,0.0,73.0,,,,,,45.0,1483.0,207.0,3.0,True,,,,,,,,,,,16.0,1041.0,143.0,-87.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,78.0,1318.0,116.0,17.0,True,813.0,1537.0,69.0,7.0,,,,,,,,DZ,,,687674.0,0.0
sandeep2179,,en-US,,2.0,4.0,93.0,,,,,,133.0,1401.0,102.0,0.0,,,,,,,,,,,,6690.0,1568.0,45.0,-15.0,,,,,,,,,,,,,,,,,15.0,1065.0,121.0,-76.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1669.0,247.0,0.0,True,,,,,,,,,,2211177.0,0.0
ssumanss,,en-US,,0.0,0.0,88.0,,,,,,125.0,1837.0,234.0,-11.0,True,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,43.0,1724.0,76.0,-49.0,,,,,,,,,,,65858.0,0.0
mate7751,,hu-HU,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,4.0,1595.0,254.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,0.0,0.0
