id,patron,language,title,nbFollowing,nbFollowers,completionRate,chess960_games,chess960_rating,chess960_rd,chess960_prog,chess960_prov,puzzle_games,puzzle_rating,puzzle_rd,puzzle_prog,puzzle_prov,racingKings_games,racingKings_rating,racingKings_rd,racingKings_prog,racingKings_prov,ultraBullet_games,ultraBullet_rating,ultraBullet_rd,ultraBullet_prog,ultraBullet_prov,blitz_games,blitz_rating,blitz_rd,blitz_prog,blitz_prov,kingOfTheHill_games,kingOfTheHill_rating,kingOfTheHill_rd,kingOfTheHill_prog,kingOfTheHill_prov,crazyhouse_games,crazyhouse_rating,crazyhouse_rd,crazyhouse_prog,crazyhouse_prov,threeCheck_games,threeCheck_rating,threeCheck_rd,threeCheck_prog,threeCheck_prov,bullet_games,bullet_rating,bullet_rd,bullet_prog,bullet_prov,correspondence_games,correspondence_rating,correspondence_rd,correspondence_prog,correspondence_prov,classical_games,classical_rating,classical_rd,classical_prog,classical_prov,rapid_games,rapid_rating,rapid_rd,rapid_prog,rapid_prov,storm_runs,storm_score,racer_runs,racer_score,streak_runs,streak_score,profile_country,profile_location,profile_fideRating,playTime_total,playTime_tv
tanishq-sujan_6,,en-GB,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,5.0,1132.0,192.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1221.0,247.0,0.0,True,,,,,,,,,,2732.0,0.0
prasannajagdale,,en-GB,,0.0,1.0,77.0,,,,,,42.0,1915.0,94.0,0.0,,,,,,,,,,,,520.0,1632.0,57.0,-24.0,,,,,,,,,,,,2.0,1918.0,249.0,0.0,True,3.0,1856.0,221.0,0.0,True,0.0,1500.0,500.0,0.0,True,8.0,1819.0,177.0,0.0,True,37.0,1889.0,128.0,-91.0,True,,,,,,,,,,346563.0,0.0
iulia,,ro-RO,,0.0,1.0,,,,,,,21.0,1496.0,163.0,0.0,True,,,,,,,,,,,11.0,937.0,136.0,0.0,True,,,,,,1.0,1300.0,295.0,0.0,True,,,,,,4.0,1478.0,201.0,0.0,True,1.0,1626.0,340.0,0.0,True,13.0,1286.0,169.0,-76.0,True,55.0,1161.0,120.0,-123.0,True,,,,,,,,,,58402.0,0.0
joaquincalderon2,,es-ES,,0.0,0.0,80.0,,,,,,,,,,,,,,,,,,,,,5.0,929.0,191.0,0.0,True,,,,,,,,,,,,,,,,1.0,1137.0,308.0,0.0,True,1.0,1258.0,400.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,1800.0,0.0
daneal-y,,ar-SA,,0.0,0.0,57.0,,,,,,92.0,1392.0,81.0,0.0,,,,,,,,,,,,2.0,1298.0,275.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1513.0,285.0,0.0,True,12.0,1667.0,145.0,-17.0,True,,,,,,,,,,8920.0,0.0
szachwilk,,ru-RU,,0.0,3.0,97.0,,,,,,7512.0,2502.0,73.0,0.0,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,2225.0,2430.0,45.0,0.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,41.0,2641.0,64.0,62.0,,,,,,,,PL,,,644944.0,1768.0
arbonghetto,,de-DE,,0.0,1.0,,,,,,,1.0,1286.0,297.0,0.0,True,,,,,,,,,,,13.0,924.0,133.0,-20.0,True,,,,,,2.0,841.0,323.0,0.0,True,,,,,,9.0,945.0,131.0,0.0,True,40.0,1256.0,111.0,-33.0,True,6.0,889.0,178.0,0.0,True,23.0,860.0,126.0,-31.0,True,,,,,,,,,,23595.0,0.0
rodrigo_molina_g,,es-ES,,27.0,24.0,97.0,,,,,,72.0,1336.0,89.0,0.0,,,,,,,1.0,1214.0,299.0,0.0,True,98.0,1269.0,59.0,60.0,,,,,,,,,,,,,,,,,394.0,1069.0,45.0,-4.0,,0.0,1500.0,500.0,0.0,True,23.0,1467.0,95.0,8.0,,397.0,1595.0,56.0,-26.0,,,,,,,,CL,Santiago de Chile,,549814.0,0.0
dillisbodrillis,,en-US,,1.0,1.0,87.0,,,,,,144.0,1800.0,85.0,0.0,,,,,,,8.0,1703.0,201.0,0.0,True,12.0,1383.0,133.0,-2.0,True,,,,,,,,,,,,,,,,11.0,1406.0,149.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1423.0,401.0,0.0,True,38.0,1614.0,96.0,146.0,,,,,,,,,,,33924.0,0.0
ramcorr55msb,,es-ES,,0.0,3.0,83.0,,,,,,,,,,,,,,,,,,,,,4664.0,1734.0,45.0,15.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,5.0,1471.0,175.0,0.0,True,,,,,,,AR,Resistencia -Chaco,,2057934.0,0.0
halmica,,es-ES,,0.0,0.0,81.0,,,,,,26.0,1678.0,177.0,0.0,True,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,1.0,1251.0,295.0,0.0,True,,,,,,,,,,,1.0,1326.0,268.0,0.0,True,0.0,1500.0,500.0,0.0,True,15.0,1795.0,142.0,43.0,True,9.0,1363.0,153.0,0.0,True,,,,,,,,,,44699.0,0.0
pirekazzi,,tr-TR,,0.0,0.0,70.0,,,,,,20.0,1632.0,256.0,42.0,True,,,,,,,,,,,50.0,1652.0,191.0,-70.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1716.0,396.0,0.0,True,1198.0,2180.0,45.0,6.0,,,,,,,,TR,,,777611.0,0.0
tonalisalvin,,en-US,,1.0,1.0,77.0,,,,,,376.0,1686.0,82.0,0.0,,,,,,,,,,,,2.0,957.0,235.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,2.0,1494.0,355.0,0.0,True,0.0,1500.0,500.0,0.0,True,75.0,1401.0,86.0,-56.0,,,,,,,,,,,46535.0,0.0
shemkir_1997,,tr-TR,,0.0,1.0,93.0,,,,,,26.0,1578.0,96.0,0.0,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,12.0,1107.0,111.0,34.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,88.0,1353.0,60.0,-6.0,,,,,,,,,,,49130.0,0.0
am_amarmustaqem26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accrow,,fr-FR,,0.0,2.0,97.0,,,,,,48.0,1381.0,104.0,0.0,,,,,,,,,,,,268.0,982.0,70.0,15.0,,,,,,,,,,,,,,,,,583.0,972.0,64.0,-8.0,,0.0,1500.0,500.0,0.0,True,236.0,1231.0,76.0,-20.0,,58.0,1129.0,82.0,66.0,,,,,,,,,,,425418.0,0.0
onadith,,en-GB,,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,15.0,1297.0,121.0,96.0,True,,,,,,,,,,13086.0,0.0
pedro6969,,pt-BR,,3.0,1.0,100.0,,,,,,1056.0,1994.0,110.0,0.0,True,,,,,,,,,,,12.0,1184.0,108.0,-34.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,61.0,1389.0,76.0,84.0,,1.0,16.0,2.0,19.0,5.0,9.0,,,,48086.0,0.0
rippazo,,pt-BR,,4.0,2.0,100.0,,,,,,69.0,1351.0,91.0,0.0,,,,,,,,,,,,67.0,1072.0,62.0,-11.0,,,,,,,,,,,,,,,,,266.0,1380.0,45.0,-5.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,14.0,1450.0,110.0,106.0,True,,,,,,,BR,Bahia,,95649.0,0.0
nisayb,,tr-TR,,2.0,2.0,90.0,,,,,,3468.0,1446.0,91.0,0.0,,,,,,,,,,,,211.0,1005.0,45.0,32.0,,,,,,,,,,,,,,,,,3.0,1386.0,210.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,95748.0,0.0
shukhov_kirill,,ru-RU,,0.0,0.0,87.0,,,,,,439.0,1558.0,75.0,0.0,,,,,,,,,,,,132.0,1218.0,45.0,-11.0,,,,,,,,,,,,,,,,,2.0,1124.0,227.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,22.0,1868.0,87.0,43.0,,,,,,,,,,,89030.0,0.0
chuckapic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matatator,,fr-FR,,17.0,14.0,79.0,1.0,1157.0,369.0,0.0,True,1829.0,1749.0,88.0,0.0,,,,,,,,,,,,1850.0,1642.0,64.0,-25.0,,1.0,1340.0,365.0,0.0,True,,,,,,,,,,,4579.0,1466.0,46.0,-32.0,,1.0,1396.0,337.0,0.0,True,35.0,1651.0,187.0,0.0,True,3502.0,1611.0,128.0,-18.0,True,,,,,,,FR,,,4061465.0,1596.0
resoju,,es-ES,,0.0,7.0,100.0,,,,,,798.0,2117.0,73.0,0.0,,,,,,,1.0,1298.0,299.0,0.0,True,84.0,1233.0,81.0,-17.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,295.0,1487.0,59.0,-38.0,,11.0,18.0,,,1.0,25.0,,,,429929.0,0.0
carloselop,,es-ES,,6.0,5.0,87.0,,,,,,920.0,1540.0,78.0,0.0,,,,,,,,,,,,1461.0,1316.0,45.0,-22.0,,,,,,,,,,,,,,,,,1.0,1339.0,313.0,0.0,True,1.0,1431.0,295.0,0.0,True,0.0,1500.0,500.0,0.0,True,916.0,1613.0,63.0,-9.0,,,,,,,,,,,1062542.0,0.0
marciprior,,pt-BR,,0.0,3.0,93.0,,,,,,,,,,,,,,,,,,,,,80.0,1933.0,56.0,40.0,,,,,,,,,,,,,,,,,443.0,1503.0,49.0,-40.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,83724.0,0.0
eagle991,,en-GB,,2.0,2.0,,,,,,,,,,,,1.0,946.0,445.0,0.0,True,,,,,,0.0,1500.0,500.0,0.0,True,1.0,1318.0,278.0,0.0,True,,,,,,,,,,,5.0,600.0,236.0,0.0,True,3.0,1420.0,270.0,0.0,True,4.0,1444.0,240.0,0.0,True,5.0,991.0,215.0,0.0,True,,,,,,,,,,19208.0,0.0
roberto-2012,,es-ES,,0.0,0.0,83.0,8.0,1515.0,187.0,0.0,True,,,,,,10.0,1538.0,176.0,0.0,True,,,,,,24.0,1463.0,118.0,-75.0,True,17.0,1484.0,131.0,-15.0,True,7.0,1519.0,230.0,0.0,True,5.0,1375.0,225.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,15168.0,0.0
i21299-unaat,,es-ES,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,5.0,1057.0,225.0,0.0,True,,,,,,,,,,4791.0,0.0
elbjornyeah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muraibatubungo,,id-ID,,131.0,35.0,97.0,,,,,,2049.0,2409.0,68.0,0.0,,,,,,,28.0,1643.0,125.0,53.0,True,623.0,2430.0,54.0,12.0,,,,,,,,,,,,,,,,,3481.0,2383.0,48.0,18.0,,0.0,1500.0,500.0,0.0,True,5.0,2190.0,187.0,0.0,True,75.0,2381.0,87.0,65.0,,1.0,27.0,,,,,,,,757292.0,3279.0
amad123123,,ar-SA,,0.0,0.0,93.0,,,,,,,,,,,,,,,,,,,,,5771.0,2039.0,45.0,5.0,,,,,,,1.0,1452.0,432.0,0.0,True,,,,,,187.0,1846.0,57.0,22.0,,1.0,1373.0,329.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1949.0,288.0,0.0,True,,,,,,,,,,1659647.0,0.0
karen19999,,ru-RU,,2.0,10.0,73.0,,,,,,1730.0,2112.0,69.0,0.0,,,,,,,23.0,1426.0,131.0,-276.0,True,363.0,1903.0,80.0,-47.0,,,,,,,,,,,,,,,,,3440.0,1796.0,99.0,-22.0,,0.0,1500.0,500.0,0.0,True,7.0,1969.0,160.0,0.0,True,275.0,1928.0,99.0,37.0,,,,,,,,,,,710080.0,2921.0
ivanidzze,,ru-RU,,0.0,0.0,83.0,,,,,,65.0,1760.0,86.0,0.0,,,,,,,,,,,,60.0,1412.0,48.0,18.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,642.0,1697.0,46.0,-10.0,,,,,,,,,,,449677.0,0.0
saivasamsetti,,en-US,,0.0,1.0,83.0,,,,,,39.0,1665.0,95.0,0.0,,,,,,,1.0,1233.0,293.0,0.0,True,107.0,1739.0,58.0,-6.0,,,,,,,,,,,,,,,,,4.0,1592.0,180.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1578.0,273.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,42602.0,0.0
ilijastanic,,sr-SP,,2.0,6.0,100.0,,,,,,51.0,1754.0,156.0,0.0,True,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,3383.0,1891.0,45.0,-5.0,,,,,,,,ME,,,1914039.0,0.0
ronchon,,fr-FR,,6.0,42.0,87.0,,,,,,269.0,1725.0,174.0,0.0,True,6.0,1378.0,229.0,0.0,True,156.0,1335.0,91.0,20.0,,34.0,1430.0,95.0,-37.0,,140.0,1475.0,125.0,25.0,True,85.0,1585.0,125.0,-53.0,True,,,,,,6599.0,1669.0,45.0,18.0,,1.0,1422.0,299.0,0.0,True,1.0,1349.0,308.0,0.0,True,2.0,1066.0,272.0,0.0,True,,,,,,,FR,uzès,,3027526.0,276369.0
dinchr,,fr-FR,,33.0,27.0,70.0,19.0,1264.0,144.0,136.0,True,247.0,1720.0,65.0,0.0,,,,,,,51.0,1241.0,103.0,-44.0,,521.0,1373.0,57.0,-7.0,,,,,,,1.0,1258.0,406.0,0.0,True,4.0,1399.0,219.0,0.0,True,57.0,1226.0,94.0,66.0,,1.0,1605.0,277.0,0.0,True,7.0,1450.0,159.0,0.0,True,142.0,1400.0,77.0,5.0,,1.0,2.0,6.0,36.0,,,FR,,2604.0,248546.0,132.0
ripfiredragon,,en-US,,12.0,2.0,90.0,,,,,,94.0,1205.0,127.0,0.0,True,,,,,,,,,,,302.0,1156.0,62.0,7.0,,12.0,1479.0,149.0,16.0,True,,,,,,,,,,,4.0,1018.0,229.0,0.0,True,0.0,1500.0,500.0,0.0,True,3.0,1200.0,251.0,0.0,True,23.0,1207.0,117.0,-133.0,True,1.0,8.0,,,,,,,,119626.0,112.0
thasvind,,en-US,,23.0,2.0,93.0,,,,,,65.0,1444.0,78.0,0.0,,,,,,,,,,,,7.0,1274.0,144.0,0.0,True,,,,,,,,,,,,,,,,3.0,1302.0,198.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,33.0,1609.0,81.0,-36.0,,,,,,,,,,,30781.0,0.0
meckx,,en-US,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1129.0,322.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,1314.0,0.0
jcb88,,en-US,,1.0,0.0,87.0,,,,,,49.0,1042.0,128.0,0.0,True,,,,,,,,,,,84.0,736.0,88.0,-65.0,,,,,,,,,,,,,,,,,91.0,842.0,77.0,41.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,4.0,1038.0,224.0,0.0,True,,,,,,,,,,79695.0,0.0
su12233ggh,,en-US,,0.0,1.0,93.0,,,,,,276.0,2188.0,62.0,0.0,,,,,,,,,,,,786.0,1993.0,46.0,30.0,,,,,,,,,,,,,,,,,869.0,1734.0,45.0,-5.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,10.0,2080.0,146.0,0.0,True,,,,,,,IN,Patna. Bihar,,405495.0,0.0
maikon_diel,,pt-BR,,0.0,1.0,83.0,,,,,,,,,,,,,,,,,,,,,1933.0,1589.0,45.0,-17.0,,,,,,,,,,,,,,,,,18.0,1487.0,120.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1572.0,406.0,0.0,True,,,,,,,,,,696385.0,0.0
ozgurege524,,en-GB,,8.0,2.0,83.0,5.0,1121.0,214.0,0.0,True,143.0,998.0,88.0,0.0,,,,,,,,,,,,69.0,1136.0,86.0,102.0,,2.0,1200.0,349.0,0.0,True,3.0,1193.0,259.0,0.0,True,,,,,,1.0,1297.0,303.0,0.0,True,6.0,1610.0,260.0,0.0,True,0.0,1500.0,500.0,0.0,True,18.0,1106.0,122.0,6.0,True,,,,,,,,Etimesgut,,67918.0,0.0
taneli,,fi-FI,,5.0,8.0,97.0,,,,,,2919.0,1854.0,61.0,0.0,,,,,,,,,,,,3957.0,1956.0,45.0,0.0,,,,,,,,,,,,,,,,,109.0,1814.0,45.0,-6.0,,0.0,1500.0,500.0,0.0,True,2.0,1796.0,259.0,0.0,True,623.0,1803.0,106.0,40.0,,,,,,,,FI,,,1531594.0,0.0
anzhelika_kulibanova,,ru-RU,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,808.0,153.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,3951.0,0.0
cjsplays,,en-US,,0.0,0.0,,,,,,,3.0,1252.0,252.0,0.0,True,,,,,,,,,,,3.0,1011.0,193.0,0.0,True,,,,,,,,,,,,,,,,1.0,1374.0,331.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,472.0,0.0
vkoarty,,ru-RU,,0.0,5.0,100.0,,,,,,128.0,1928.0,118.0,0.0,True,,,,,,,,,,,4900.0,1856.0,46.0,-9.0,,,,,,,,,,,,,,,,,4.0,1216.0,207.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,33.0,1659.0,123.0,275.0,True,,,,,,,,,,2178512.0,0.0
onurgenc_23,,tr-TR,,0.0,0.0,100.0,,,,,,83.0,1391.0,86.0,0.0,,,,,,,,,,,,2996.0,1676.0,47.0,46.0,,,,,,,,,,,,,,,,,118.0,1393.0,83.0,-20.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,643.0,1817.0,46.0,-39.0,,,,,,,,TR,,,1381094.0,0.0
johnclaytonmayer,,en-US,,2.0,0.0,100.0,,,,,,369.0,1858.0,87.0,0.0,,,,,,,,,,,,268.0,1026.0,50.0,17.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,58.0,1584.0,95.0,-86.0,,55.0,1317.0,76.0,-47.0,,,,,,,,,,,,
faouzitun,,fr-FR,,0.0,1.0,93.0,,,,,,89.0,1777.0,115.0,0.0,True,,,,,,,,,,,2257.0,1627.0,45.0,31.0,,,,,,,,,,,,,,,,,58.0,1379.0,96.0,57.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,678463.0,0.0
nntiv,,en-US,,1.0,3.0,87.0,,,,,,28.0,1485.0,146.0,0.0,True,,,,,,,,,,,8.0,836.0,149.0,0.0,True,,,,,,,,,,,,,,,,8.0,712.0,142.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,249.0,1213.0,64.0,0.0,,,,,,,,,,,268349.0,0.0
aryt,,sv-SE,,0.0,0.0,88.0,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,6.0,1029.0,191.0,0.0,True,,,,,,,,,,23993.0,0.0
espermatozoilo,,es-ES,,0.0,0.0,90.0,,,,,,34.0,1273.0,100.0,0.0,,,,,,,,,,,,14.0,1402.0,112.0,35.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1577.0,239.0,0.0,True,395.0,1353.0,51.0,-2.0,,,,,,,,,,,190255.0,0.0
gully16bt,,it-IT,,0.0,0.0,73.0,,,,,,11.0,973.0,185.0,0.0,True,,,,,,,,,,,11.0,1379.0,171.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,5.0,1261.0,237.0,0.0,True,1.0,3.0,,,,,,,,12971.0,0.0
fernandoro_4wie,,es-ES,,4.0,2.0,,,,,,,7.0,1508.0,212.0,0.0,True,,,,,,,,,,,78.0,1149.0,96.0,-91.0,,,,,,,,,,,,,,,,,5.0,877.0,246.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,4.0,1498.0,230.0,0.0,True,,,,,,,,,,33259.0,0.0
denis_satt,,ru-RU,,0.0,0.0,93.0,,,,,,169.0,1388.0,86.0,0.0,,,,,,,,,,,,1437.0,1143.0,45.0,21.0,,1.0,1258.0,405.0,0.0,True,,,,,,,,,,,4.0,929.0,188.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,15.0,1277.0,110.0,62.0,True,,,,,,,,,,595841.0,0.0
zwiwwwel,,de-DE,,30.0,3.0,97.0,,,,,,10927.0,1641.0,66.0,0.0,,,,,,,,,,,,1948.0,1350.0,46.0,-14.0,,,,,,,,,,,,,,,,,6.0,1122.0,170.0,0.0,True,0.0,1500.0,500.0,0.0,True,14.0,1571.0,145.0,-55.0,True,88.0,1313.0,98.0,-60.0,,,,,,,,,,,686589.0,0.0
okaysafa27,,tr-TR,,5.0,5.0,87.0,,,,,,26.0,1695.0,193.0,16.0,True,,,,,,,,,,,1318.0,1320.0,45.0,-8.0,,,,,,,,,,,,,,,,,997.0,1248.0,85.0,-19.0,,1.0,1432.0,304.0,0.0,True,6.0,1465.0,177.0,0.0,True,14.0,1384.0,107.0,-19.0,,,,,,,,,,,726680.0,0.0
pdeuez,,fr-FR,,0.0,0.0,93.0,,,,,,,,,,,,,,,,,,,,,47.0,1535.0,70.0,9.0,,,,,,,,,,,,,,,,,74.0,1236.0,46.0,-12.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,54.0,1694.0,69.0,-16.0,,,,,,,,,,,43158.0,0.0
tanay15,,en-US,,0.0,1.0,87.0,,,,,,29.0,1681.0,200.0,0.0,True,1.0,1471.0,341.0,0.0,True,,,,,,2.0,1225.0,230.0,0.0,True,,,,,,,,,,,,,,,,1.0,1471.0,341.0,0.0,True,0.0,1500.0,500.0,0.0,True,13.0,1434.0,126.0,10.0,True,7.0,1179.0,174.0,0.0,True,,,,,,,,,,24531.0,0.0
smancer,,en-GB,,0.0,1.0,93.0,,,,,,1499.0,1940.0,81.0,0.0,,,,,,,,,,,,220.0,1389.0,77.0,-9.0,,,,,,,,,,,,,,,,,1317.0,1069.0,55.0,12.0,,0.0,1500.0,500.0,0.0,True,2.0,1236.0,226.0,0.0,True,23.0,1628.0,143.0,236.0,True,1.0,20.0,,,,,,,,539521.0,2078.0
jul-jas,,en-US,,2.0,1.0,93.0,8.0,1781.0,145.0,0.0,True,,,,,,,,,,,66.0,1374.0,65.0,-12.0,,95.0,2155.0,45.0,-7.0,,,,,,,6.0,1965.0,173.0,0.0,True,1.0,2187.0,372.0,0.0,True,43.0,2059.0,69.0,-53.0,,0.0,1500.0,500.0,0.0,True,8.0,1995.0,131.0,0.0,True,10.0,2315.0,116.0,0.0,True,,,35.0,59.0,,,,,,72745.0,1271.0
sanithu2010,,en-GB,,0.0,0.0,43.0,,,,,,,,,,,,,,,,,,,,,12.0,735.0,135.0,-44.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,LK,Kegalle,,4690.0,0.0
sarow,,ar-SA,,6.0,5.0,97.0,,,,,,240.0,1492.0,81.0,0.0,,,,,,,,,,,,16.0,964.0,145.0,89.0,True,,,,,,,,,,,,,,,,5.0,907.0,166.0,0.0,True,2.0,1580.0,254.0,0.0,True,133.0,1326.0,116.0,15.0,True,209.0,1296.0,45.0,-22.0,,,,,,,,,,,361818.0,0.0
reynaldojhallig,,en-US,,0.0,0.0,87.0,,,,,,37.0,2163.0,103.0,0.0,,,,,,,,,,,,1226.0,2159.0,45.0,15.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,140.0,2250.0,45.0,-26.0,,,,,,,,PH,"Angono,Rizal",,632629.0,0.0
deepqchess,,en-US,,29.0,96.0,83.0,,,,,,39.0,2319.0,89.0,0.0,,,,,,,15.0,1638.0,138.0,-19.0,True,2169.0,2340.0,45.0,12.0,,,,,,,,,,,,,,,,,382.0,2256.0,46.0,6.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,50.0,2339.0,65.0,16.0,,8.0,40.0,,,3.0,52.0,,,,663755.0,0.0
caesar8468,,en-US,,7.0,3.0,93.0,,,,,,862.0,1688.0,74.0,0.0,,,,,,,,,,,,570.0,1426.0,47.0,-2.0,,,,,,,,,,,,,,,,,7.0,1172.0,138.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,,,,294998.0,0.0
calabacete,,es-ES,,2.0,6.0,100.0,,,,,,32.0,2292.0,103.0,0.0,,,,,,,,,,,,384.0,2006.0,82.0,45.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,,AR,Villa Dominico,,168835.0,0.0
